triage_packet_key,triage_order,execution_order,school_gap_resolution_batch_key,school_name,triage_family,triage_status,urgency_score,priority_band,next_operator_lane,resolution_category,gap_count,program_count,supported_person_gap_count,candidate_source_gap_count,approved_non_mutating_disposition_gap_count,slice_output_path,slice_command,verification_command,target_artifact,required_next_evidence,recommended_next_action,success_condition,approval_required_for,prohibited_mutations,source_gap_rows,accepted_person_rows,person_ingestion_allowed,denominator_closure_allowed,school_verification_allowed,url_rewrite_allowed,identity_collapse_allowed,evidence_json,mutation_policy,generated_at
vanderbilt_open_gap_manifest_triage_packet_e94665a6aeb2a13e0860,11,12,school_gap_resolution_batch_51e8dcea8bb4390cf722,VANDERBILT UNIVERSITY SCH OF MEDICINE,source_discovery_or_program_probe,ready_for_non_mutating_gap_slice_execution,583,low,targeted_source_discovery_or_no_public_roster_closure_packet,no_current_roster_probe_recorded_source_discovery_or_closure_needed,8,8,0,0,0,/tmp/school_gap_resolution_batch_order_12.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 12 --output /tmp/school_gap_resolution_batch_order_12.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Use the rendered no-current-named-roster probe as non-mutating evidence; continue targeted source discovery or build a later closure packet.,execute_gap_resolution_batch_non_mutating,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_0a0b48dfe540b07cc361,12,10,school_gap_resolution_batch_872d8f909094562bd647,VANDERBILT UNIVERSITY SCH OF MEDICINE,source_discovery_or_program_probe,ready_for_non_mutating_gap_slice_execution,582,low,target_program_source_discovery_after_parser_exclusion,faculty_leadership_parser_exclusion_recorded_source_discovery_needed,7,7,0,0,0,/tmp/school_gap_resolution_batch_order_10.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 10 --output /tmp/school_gap_resolution_batch_order_10.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Record faculty/leadership parser hits as exclusions and continue target-program source discovery.,execute_gap_resolution_batch_non_mutating,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_682797f2ce6c576d8eb2,13,19,school_gap_resolution_batch_15b076844b877c585494,VANDERBILT UNIVERSITY SCH OF MEDICINE,source_discovery_or_program_probe,ready_for_non_mutating_gap_slice_execution,578,low,target_program_source_discovery_after_official_url_probe_exclusion,official_url_probe_route_faculty_leadership_recorded_source_discovery_needed,1,1,0,1,0,/tmp/school_gap_resolution_batch_order_19.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 19 --output /tmp/school_gap_resolution_batch_order_19.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Keep faculty/leadership pages out of trainee truth and continue target-program source discovery.,run_target_program_source_discovery_after_faculty_leadership_route_evidence,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_402f62973f03a18a5951,14,20,school_gap_resolution_batch_7fccfd71511db056b749,VANDERBILT UNIVERSITY SCH OF MEDICINE,source_discovery_or_program_probe,ready_for_non_mutating_gap_slice_execution,578,low,target_program_source_discovery_after_official_url_probe_related_scope,official_url_probe_route_related_scope_recorded_source_discovery_needed,1,1,0,1,0,/tmp/school_gap_resolution_batch_order_20.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 20 --output /tmp/school_gap_resolution_batch_order_20.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Record related-scope evidence and continue target-program source discovery before any closure packet.,run_target_program_source_discovery_after_related_scope_route_evidence,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_6c1378d779ab12c28a86,15,17,school_gap_resolution_batch_6dcd38cb29e136938edc,VANDERBILT UNIVERSITY SCH OF MEDICINE,route_parser_or_rendered_review,ready_for_non_mutating_gap_slice_execution,568,low,second_hop_route_inspection_after_official_url_probe,official_url_probe_route_second_hop_inspection_needed,1,1,0,1,0,/tmp/school_gap_resolution_batch_order_17.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 17 --output /tmp/school_gap_resolution_batch_order_17.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Fetch second-hop route candidates and keep output non-mutating until a later exact packet.,inspect_second_hop_routes_from_approved_official_url_probe,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_853fef65cdb4a82b90bb,16,18,school_gap_resolution_batch_970e47710eafb88aa237,VANDERBILT UNIVERSITY SCH OF MEDICINE,source_discovery_or_program_probe,ready_for_non_mutating_gap_slice_execution,566,low,target_program_source_discovery_after_non_current_exclusion,non_current_parser_exclusion_recorded_source_discovery_needed,1,1,0,0,0,/tmp/school_gap_resolution_batch_order_18.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 18 --output /tmp/school_gap_resolution_batch_order_18.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Record non-current parser hits as exclusions and continue target-program source discovery.,execute_gap_resolution_batch_non_mutating,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_7b78b2351edb3d7d141f,17,21,school_gap_resolution_batch_0cdbdc347b801f05347d,VANDERBILT UNIVERSITY SCH OF MEDICINE,source_discovery_or_program_probe,ready_for_non_mutating_gap_slice_execution,559,low,targeted_source_discovery_or_no_public_roster_closure_after_official_url_probe,official_url_probe_no_roster_signal_source_discovery_or_closure_needed,4,4,0,0,0,/tmp/school_gap_resolution_batch_order_21.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 21 --output /tmp/school_gap_resolution_batch_order_21.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,record context source and continue secondary source search before no-roster closure,run_source_discovery_or_prepare_no_public_roster_closure_packet,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_dbb6f4ed9694bb1fb3a5,18,13,school_gap_resolution_batch_e1a2d3e5a1139cc01ced,VANDERBILT UNIVERSITY SCH OF MEDICINE,route_parser_or_rendered_review,ready_for_non_mutating_gap_slice_execution,556,low,headed_refetch,retry_or_refetch_needed,1,1,0,0,0,/tmp/school_gap_resolution_batch_order_13.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 13 --output /tmp/school_gap_resolution_batch_order_13.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Retry with a headed/browser fetch or alternate official route evidence before closure.,rerun_headed_refetch_before_scope_or_parser_decision,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_d0fb1adccfcf3acdab14,19,16,school_gap_resolution_batch_cc63a40883c1df398b94,VANDERBILT UNIVERSITY SCH OF MEDICINE,route_parser_or_rendered_review,ready_for_non_mutating_gap_slice_execution,556,low,rendered_parser_manual_repair_after_official_url_probe,official_url_probe_rendered_parser_manual_needed,1,1,0,0,0,/tmp/school_gap_resolution_batch_order_16.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 16 --output /tmp/school_gap_resolution_batch_order_16.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,inspect rendered page for embedded roster or hidden subpage route,inspect_official_url_probe_rendered_roster_text_non_mutating,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_72db1c048ac250477f83,20,14,school_gap_resolution_batch_e6c14b8822effb851339,VANDERBILT UNIVERSITY SCH OF MEDICINE,scope_or_shared_source_review,ready_for_non_mutating_gap_slice_execution,527,low,manual_current_scope_review_packet,manual_current_scope_review_needed_after_parser_probe,7,7,0,0,0,/tmp/school_gap_resolution_batch_order_14.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 14 --output /tmp/school_gap_resolution_batch_order_14.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Review rendered context manually for current-trainee support; build a later exact acceptance or exclusion packet only for evidence-ready rows.,execute_gap_resolution_batch_non_mutating,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
vanderbilt_open_gap_manifest_triage_packet_1335b9ffd21102747934,21,15,school_gap_resolution_batch_afdc537edf7fe39badd0,VANDERBILT UNIVERSITY SCH OF MEDICINE,official_url_confirmation,ready_for_non_mutating_gap_slice_execution,524,low,manual_url_confirmation_after_official_context_resolution,official_context_url_resolution_recorded_manual_confirmation_needed,4,4,0,0,0,/tmp/school_gap_resolution_batch_order_15.csv,python3 scripts/slice_school_gap_resolution_batch_packets.py --execution-order 15 --output /tmp/school_gap_resolution_batch_order_15.csv,python3 scripts/materialize_school_gap_resolution_batches.py && python3 scripts/materialize_school_gap_resolution_batch_packets.py && python3 scripts/materialize_school_gap_resolution_batch_slice_index.py && python3 scripts/materialize_vanderbilt_open_gap_manifest_triage_packet.py,artifacts/data/vanderbilt_open_gap_manifest_triage_packet.csv,Treat this as related/official context only; manual confirmation or further source discovery is required before URL acceptance.,manually_confirm_official_context_url_before_source_discovery,"A contributor can select one /tmp slice, collect or classify non-mutating source evidence, and stop at packet preparation without accepting people or closing denominators.",person_ingestion; denominator_closure; vanderbilt_school_verification; parser_acceptance; scope_closure; url_rewrite; identity_collapse,person_ingestion; parser_output_as_accepted_people; training_state_mutation; denominator_closure; vanderbilt_school_verification; url_rewrite; unsupported_label_ingestion; enrichment_acceptance; raw_dump_publication; unique_person_identity_collapse,113,0,false,false,false,false,false,"{""gbrain_advisory_effect"":""gbrain_selected_vanderbilt_open_gap_manifest_triage_packet_option_b"",""slice_definition_contract"":""artifacts/data/vanderbilt_triage_slice_definition_contract_summary.json"",""source_batch_summary"":""artifacts/data/school_gap_resolution_batch_summary.json"",""source_checks"":{""batch_gap_rows"":true,""batch_mutation_false"":true,""batch_rows"":true,""manifest_mutation_false"":true,""manifest_rows"":true,""manifest_school"":true,""packet_batch_rows"":true,""packet_mutation_false"":true,""packet_rows"":true,""slice_gap_rows"":true,""slice_mutation_false"":true,""slice_rows"":true,""slice_rowset"":true,""slice_tmp_only"":true},""source_slice_summary"":""artifacts/data/school_gap_resolution_batch_slice_index_summary.json""}","Non-mutating Vanderbilt open-gap manifest triage packet. It ranks the committed 21 Vanderbilt gap-resolution batch slices covering 113 open gaps and records slice-definition boundaries for contributor execution. It does not fetch web pages, fill reviewer decisions, apply patches, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, publish raw dumps, or collapse identities.",2026-06-09T10:09:08.340943+00:00
